onset	duration	trial_type	stimulus_name	category_index	image_index	button_response	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	n03388183_1181	1	564	0	0.000000
40	8	1	n01833805_772	1	95	0	0.000000
48	8	1	n04356056_22227	1	838	0	0.000000
56	8	1	n02109525_29066	1	248	0	0.000000
64	8	1	n02799071_13115	1	430	0	0.000000
72	8	2	n02799071_13115	1	430	1	73.029699
80	8	1	n04532106_49	1	888	0	0.000000
88	8	1	n01776313_1223	1	79	0	0.000000
96	8	1	n02981792_10212	1	485	0	0.000000
104	8	1	n03691459_69482	1	633	0	0.000000
112	8	1	n03868863_987	1	692	0	0.000000
120	8	1	n01644373_6970	1	32	0	0.000000
128	8	1	n03854065_18683	1	688	0	0.000000
136	8	1	n02113799_902	1	268	0	0.000000
144	8	1	n02093754_5867	1	183	0	0.000000
152	8	1	n02326432_40899	1	332	0	0.000000
160	8	1	n04204347_7065	1	792	0	0.000000
168	8	2	n04204347_7065	1	792	1	169.019091
176	8	1	n02835271_929	1	445	0	0.000000
184	8	1	n03666591_4579	1	627	0	0.000000
192	8	1	n02939185_1166	1	470	0	0.000000
200	8	2	n02939185_1166	1	470	1	201.034281
208	8	1	n02120505_10916	1	281	0	0.000000
216	8	1	n02090721_583	1	171	0	0.000000
224	8	1	n04192698_9723	1	788	0	0.000000
232	8	1	n01774384_6745	1	76	0	0.000000
240	8	1	n03063599_3923	1	505	0	0.000000
248	8	1	n04149813_91	1	782	0	0.000000
256	8	1	n02791124_256	1	424	0	0.000000
264	8	1	n07880968_2642	1	966	0	0.000000
272	8	1	n06359193_61652	1	917	0	0.000000
280	8	1	n04507155_1210	1	880	0	0.000000
288	8	1	n04127249_4530	1	773	0	0.000000
296	8	1	n07715103_12729	1	939	0	0.000000
304	8	1	n02687172_21801	1	404	0	0.000000
312	8	1	n07920052_2198	1	968	0	0.000000
320	8	1	n02105251_7755	1	227	0	0.000000
328	8	1	n02730930_5724	1	412	0	0.000000
336	8	1	n02108422_3543	1	244	0	0.000000
344	8	1	n03873416_2553	1	694	0	0.000000
352	8	1	n02894605_9201	1	461	0	0.000000
360	8	2	n02894605_9201	1	461	1	361.417490
368	8	1	n04154565_32898	1	785	0	0.000000
376	8	1	n04254777_11237	1	807	0	0.000000
384	8	1	n02110806_1099	1	254	0	0.000000
392	8	1	n03759954_9444	1	651	0	0.000000
400	8	1	n02094114_4357	1	186	0	0.000000
408	8	1	n03187595_3042	1	529	0	0.000000
416	8	1	n03314780_354	1	552	0	0.000000
424	8	1	n09193705_924	1	971	0	0.000000
432	8	1	n01532829_2590	1	13	0	0.000000
440	8	2	n01532829_2590	1	13	1	441.027858
448	8	1	n02108915_1642	1	246	0	0.000000
456	8	1	n07749582_4601	1	952	0	0.000000
464	8	1	n02007558_10933	1	131	0	0.000000
472	6	-2	n/a	n/a	n/a	n/a	n/a
