onset	duration	trial_type	stimulus_name	category_index	image_index	button_response	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	n02493793_4902	1	382	0	0.000000
40	8	1	n02105056_582	1	225	0	0.000000
48	8	1	n04493381_3283	1	877	0	0.000000
56	8	1	n02105505_5931	1	229	0	0.000000
64	8	1	n02123045_5933	1	282	0	0.000000
72	8	1	n07717556_1213	1	943	0	0.000000
80	8	2	n07717556_1213	1	943	1	81.029436
88	8	1	n01981276_3850	1	122	0	0.000000
96	8	1	n03929660_13821	1	715	0	0.000000
104	8	2	n03929660_13821	1	715	1	105.026737
112	8	1	n02672831_1110	1	402	0	0.000000
120	8	1	n04584207_13818	1	904	0	0.000000
128	8	1	n02114712_20069	1	272	0	0.000000
136	8	1	n03630383_8047	1	618	0	0.000000
144	8	1	n02963159_1640	1	475	0	0.000000
152	8	1	n02108089_18496	1	243	0	0.000000
160	8	1	n03452741_905	1	580	0	0.000000
168	8	1	n03016953_7504	1	494	0	0.000000
176	8	1	n04552348_10078	1	896	0	0.000000
184	8	1	n04542943_1482	1	892	0	0.000000
192	8	1	n03995372_1992	1	741	0	0.000000
200	8	1	n03794056_19437	1	675	0	0.000000
208	8	1	n02106166_1264	1	233	0	0.000000
216	8	1	n02814533_80927	1	437	0	0.000000
224	8	2	n02814533_80927	1	437	1	225.030841
232	8	1	n02319095_13563	1	329	0	0.000000
240	8	1	n02412080_22505	1	349	0	0.000000
248	8	1	n04201297_532	1	790	0	0.000000
256	8	1	n04209133_301	1	794	0	0.000000
264	8	1	n01756291_5976	1	69	0	0.000000
272	8	1	n07590611_11131	1	927	0	0.000000
280	8	1	n03770439_5388	1	656	0	0.000000
288	8	1	n02095570_6229	1	190	0	0.000000
296	8	1	n01806143_10610	1	85	0	0.000000
304	8	1	n04355338_1256	1	836	0	0.000000
312	8	1	n01978287_2484	1	119	0	0.000000
320	8	1	n03141823_19477	1	524	0	0.000000
328	8	1	n01818515_3873	1	89	0	0.000000
336	8	1	n04501370_19359	1	878	0	0.000000
344	8	1	n03998194_417	1	742	0	0.000000
352	8	1	n02106030_16317	1	232	0	0.000000
360	8	2	n02106030_16317	1	232	1	361.034546
368	8	1	n01784675_1386	1	80	0	0.000000
376	8	1	n01728572_807	1	53	0	0.000000
384	8	1	n01530575_1070	1	11	0	0.000000
392	8	1	n03028079_20246	1	498	0	0.000000
400	8	1	n01775062_256	1	78	0	0.000000
408	8	1	n03017168_7866	1	495	0	0.000000
416	8	1	n04204238_1174	1	791	0	0.000000
424	8	1	n01824575_5407	1	92	0	0.000000
432	8	1	n03272562_236	1	548	0	0.000000
440	8	1	n03717622_1532	1	641	0	0.000000
448	8	2	n03717622_1532	1	641	1	449.027706
456	8	1	n04310018_300	1	821	0	0.000000
464	8	1	n01984695_53281	1	124	0	0.000000
472	6	-2	n/a	n/a	n/a	n/a	n/a
