onset	duration	trial_type	stimulus_name	category_index	image_index	button_response	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	n03888257_36631	1	702	0	0.000000
40	8	1	n02894605_9201	1	461	0	0.000000
48	8	1	n01728920_1985	1	54	0	0.000000
56	8	2	n01728920_1985	1	54	1	57.022977
64	8	1	n03976467_1222	1	733	0	0.000000
72	8	1	n07745940_3242	1	950	0	0.000000
80	8	1	n03992509_13376	1	740	0	0.000000
88	8	1	n04483307_1300	1	872	0	0.000000
96	8	1	n02950826_10443	1	472	0	0.000000
104	8	1	n02326432_40899	1	332	0	0.000000
112	8	1	n02092002_3751	1	178	0	0.000000
120	8	1	n03630383_8047	1	618	0	0.000000
128	8	1	n04399382_2050	1	851	0	0.000000
136	8	1	n04536866_15505	1	890	0	0.000000
144	8	1	n04404412_7434	1	852	0	0.000000
152	8	1	n02002556_1820	1	128	0	0.000000
160	8	1	n03538406_4021	1	604	0	0.000000
168	8	2	n03538406_4021	1	604	1	174.030792
176	8	1	n07802026_13093	1	959	0	0.000000
184	8	1	n04335435_9717	1	830	0	0.000000
192	8	2	n04335435_9717	1	830	1	193.026718
200	8	1	n02879718_32674	1	457	0	0.000000
208	8	1	n01986214_4769	1	126	0	0.000000
216	8	1	n04592741_2579	1	909	0	0.000000
224	8	1	n01698640_3074	1	51	0	0.000000
232	8	1	n02102040_334	1	218	0	0.000000
240	8	1	n02643566_5228	1	397	0	0.000000
248	8	1	n02105056_582	1	225	0	0.000000
256	8	1	n02113023_1483	1	264	0	0.000000
264	8	1	n10148035_4934	1	983	0	0.000000
272	8	1	n03933933_8005	1	719	0	0.000000
280	8	1	n03447721_55866	1	578	0	0.000000
288	8	1	n04116512_290	1	768	0	0.000000
296	8	1	n04560804_6219	1	900	0	0.000000
304	8	1	n03532672_506	1	601	0	0.000000
312	8	2	n03532672_506	1	601	1	313.031310
320	8	1	n02091467_4957	1	175	0	0.000000
328	8	1	n02113978_1595	1	269	0	0.000000
336	8	2	n02113978_1595	1	269	1	336.512019
344	8	1	n06785654_4696	1	919	0	0.000000
352	8	1	n01737021_3035	1	59	0	0.000000
360	8	1	n02110341_7656	1	252	0	0.000000
368	8	1	n07768694_18143	1	958	0	0.000000
376	8	1	n03786901_36	1	667	0	0.000000
384	8	1	n03134739_654	1	523	0	0.000000
392	8	1	n02526121_1766	1	391	0	0.000000
400	8	1	n04074963_613	1	762	0	0.000000
408	8	1	n03775071_4452	1	659	0	0.000000
416	8	1	n02690373_12505	1	405	0	0.000000
424	8	1	n02109961_3426	1	249	0	0.000000
432	8	1	n03187595_3042	1	529	0	0.000000
440	8	1	n02168699_338	1	304	0	0.000000
448	8	1	n03393912_18690	1	566	0	0.000000
456	8	1	n07831146_102	1	960	0	0.000000
464	8	1	n02099712_2123	1	209	0	0.000000
472	6	-2	n/a	n/a	n/a	n/a	n/a
