onset	duration	trial_type	stimulus_name	category_index	image_index	button_response	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	IMG00038._3	1	64	1	35.130164
40	8	1	IMG00038._2	1	63	1	45.191013
48	8	1	IMG00038._1	1	62	1	53.742552
56	8	1	IMG00038._0	1	61	2	59.538636
64	8	1	IMG00045._3	1	72	1	67.853374
72	8	1	IMG00045._2	1	71	1	75.904136
80	8	1	IMG00045._1	1	70	2	81.387348
88	8	1	IMG00045._0	1	69	2	89.236430
96	8	1	IMG00049._3	1	76	1	100.001733
104	8	1	IMG00049._2	1	75	1	107.318342
112	8	1	IMG00049._1	1	74	2	114.683924
120	8	1	IMG00049._0	1	73	2	121.699469
128	8	1	IMG00006._3	1	12	1	132.665077
136	8	1	IMG00006._2	1	11	1	139.298899
144	8	1	IMG00006._1	1	10	1	147.579866
152	8	1	IMG00006._0	1	9	2	155.495969
160	8	1	IMG00027._3	1	52	1	164.362829
168	8	1	IMG00027._2	1	51	1	173.244186
176	8	1	IMG00027._1	1	50	2	178.542613
184	8	1	IMG00027._0	1	49	2	185.076316
192	8	1	IMG00008._3	1	20	1	194.359221
200	8	1	IMG00008._2	1	19	1	203.325891
208	8	1	IMG00008._1	1	18	2	210.640659
216	8	1	IMG00008._0	1	17	2	217.590479
224	8	1	IMG00018._3	1	40	1	226.639050
232	8	1	IMG00018._2	1	39	1	234.454903
240	8	1	IMG00018._1	1	38	2	241.903585
248	8	1	IMG00018._0	1	37	2	249.354978
256	8	1	IMG00030._3	1	56	1	260.003049
264	8	1	IMG00030._2	1	55	1	267.617515
272	8	1	IMG00030._1	1	54	2	275.435839
280	8	1	IMG00030._0	1	53	2	282.634087
288	8	1	IMG00012._3	1	24	1	290.583710
296	8	1	IMG00012._2	1	23	2	299.216625
304	8	1	IMG00012._1	1	22	2	305.930570
312	8	1	IMG00012._0	1	21	2	312.979834
320	8	1	IMG00015._3	1	32	1	323.563646
328	8	1	IMG00015._2	1	31	1	332.396914
336	8	1	IMG00015._1	1	30	1	341.044678
344	8	1	IMG00015._0	1	29	2	345.894724
352	6	-2	n/a	n/a	n/a	n/a	n/a
