onset	duration	trial_type	stimulus_name	category_index	image_index	button_response	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	n02086910_15799	1	158	0	0.000000
40	8	1	n02883205_2762	1	458	0	0.000000
48	8	1	n02328150_7385	1	333	0	0.000000
56	8	1	n01871265_7157	1	102	0	0.000000
64	8	1	n02105855_5870	1	231	0	0.000000
72	8	1	n06794110_39	1	920	0	0.000000
80	8	1	n03196217_5827	1	531	0	0.000000
88	8	1	n04355933_1274	1	837	0	0.000000
96	8	1	n03026506_7095	1	497	0	0.000000
104	8	2	n03026506_7095	1	497	1	105.027423
112	8	1	n04147183_166	1	781	0	0.000000
120	8	1	n02115913_1763	1	275	0	0.000000
128	8	1	n03777568_7208	1	662	0	0.000000
136	8	1	n13052670_156	1	997	0	0.000000
144	8	1	n03857828_144	1	689	0	0.000000
152	8	1	n07716358_36071	1	940	0	0.000000
160	8	1	n04604644_10834	1	913	0	0.000000
168	8	1	n02690373_12505	1	405	0	0.000000
176	8	1	n03355925_32594	1	558	0	0.000000
184	8	2	n03355925_32594	1	558	1	187.351964
192	8	1	n03775546_5924	1	660	0	0.000000
200	8	1	n02101388_160	1	216	0	0.000000
208	8	1	n13037406_2754	1	994	0	0.000000
216	8	2	n13037406_2754	1	994	1	217.032685
224	8	1	n01877812_10723	1	105	0	0.000000
232	8	1	n02087394_2326	1	160	0	0.000000
240	8	1	n02086240_7521	1	156	0	0.000000
248	8	1	n02114548_1600	1	271	0	0.000000
256	8	1	n03916031_3348	1	712	0	0.000000
264	8	1	n03085013_3175	1	509	0	0.000000
272	8	1	n02808304_3977	1	435	0	0.000000
280	8	1	n03250847_23468	1	543	0	0.000000
288	8	1	n03724870_11112	1	644	0	0.000000
296	8	1	n02102040_334	1	218	0	0.000000
304	8	1	n03623198_14571	1	616	0	0.000000
312	8	1	n01484850_25975	1	3	0	0.000000
320	8	1	n01748264_21558	1	64	0	0.000000
328	8	1	n02129165_2708	1	292	0	0.000000
336	8	2	n02129165_2708	1	292	1	337.137285
344	8	1	n04023962_12609	1	748	0	0.000000
352	8	1	n02012849_1286	1	135	0	0.000000
360	8	1	n02165456_7402	1	302	0	0.000000
368	8	1	n03680355_1173	1	631	0	0.000000
376	8	1	n04263257_5624	1	810	0	0.000000
384	8	1	n02037110_4009	1	144	0	0.000000
392	8	1	n02105641_4247	1	230	0	0.000000
400	8	1	n04311004_1721	1	822	0	0.000000
408	8	1	n01632458_4798	1	29	0	0.000000
416	8	1	n02444819_1732	1	361	0	0.000000
424	8	1	n02066245_10848	1	148	0	0.000000
432	8	1	n02107683_3803	1	240	0	0.000000
440	8	1	n04590129_11844	1	906	0	0.000000
448	8	2	n04590129_11844	1	906	1	449.027676
456	8	1	n04346328_5218	1	833	0	0.000000
464	8	1	n01614925_14362	1	23	0	0.000000
472	6	-2	n/a	n/a	n/a	n/a	n/a
