onset	duration	trial_type	stimulus_name	category_index	image_index	button_response	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	IMG00016._3	1	36	1	35.568814
40	8	1	IMG00016._2	1	35	1	42.781691
48	8	1	IMG00016._1	1	34	1	49.267013
56	8	1	IMG00016._0	1	33	2	57.179669
64	8	1	IMG00002._3	1	8	1	66.444754
72	8	1	IMG00002._2	1	7	1	73.527367
80	8	1	IMG00002._1	1	6	1	81.592422
88	8	1	IMG00002._0	1	5	2	89.675146
96	8	1	IMG00030._3	1	56	1	99.025847
104	8	1	IMG00030._2	1	55	1	105.175411
112	8	1	IMG00030._1	1	54	1	113.989361
120	8	1	IMG00030._0	1	53	2	121.324310
128	8	1	IMG00013._3	1	28	1	130.339312
136	8	1	IMG00013._2	1	27	1	137.837704
144	8	1	IMG00013._1	1	26	1	145.670347
152	8	1	IMG00013._0	1	25	2	153.470273
160	8	1	IMG00050._3	1	80	1	162.817936
168	8	1	IMG00050._2	1	79	1	169.818750
176	8	1	IMG00050._1	1	78	2	177.284264
184	8	1	IMG00050._0	1	77	2	185.150454
192	8	1	IMG00007._3	1	16	1	195.581319
200	8	1	IMG00007._2	1	15	1	202.914299
208	8	1	IMG00007._1	1	14	1	210.764836
216	8	1	IMG00007._0	1	13	2	217.529825
224	8	1	IMG00001._3	1	4	1	226.879801
232	8	1	IMG00001._2	1	3	1	233.760950
240	8	1	IMG00001._1	1	2	2	240.944552
248	8	1	IMG00001._0	1	1	2	249.643276
256	8	1	IMG00012._3	1	24	1	258.775230
264	8	1	IMG00012._2	1	23	1	265.891225
272	8	1	IMG00012._1	1	22	1	273.858160
280	8	1	IMG00012._0	1	21	2	281.756528
288	8	1	IMG00015._3	1	32	1	291.039584
296	8	1	IMG00015._2	1	31	1	298.422914
304	8	1	IMG00015._1	1	30	1	305.787675
312	8	1	IMG00015._0	1	29	2	314.021519
320	8	1	IMG00049._3	1	76	1	323.852694
328	8	1	IMG00049._2	1	75	1	331.119328
336	8	1	IMG00049._1	1	74	2	340.701080
344	8	1	IMG00049._0	1	73	2	346.268429
352	6	-2	n/a	n/a	n/a	n/a	n/a
