onset	duration	trial_type	stimulus_name	category_index	image_index	button_response	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	IMG00105._3	5	4	1	34.702926
40	8	1	IMG00105._2	5	3	1	45.352131
48	8	1	IMG00105._1	5	2	1	52.632980
56	8	1	IMG00105._0	5	1	2	57.689757
64	8	1	IMG00107._3	2	12	1	67.548061
72	8	1	IMG00107._2	2	11	2	75.231943
80	8	1	IMG00107._1	2	10	2	81.498141
88	8	1	IMG00107._0	2	9	2	89.065455
96	8	1	IMG00080._3	1	16	1	100.062981
104	8	1	IMG00080._2	1	15	1	109.262193
112	8	1	IMG00080._1	1	14	2	114.127719
120	8	1	IMG00080._0	1	13	2	121.243698
128	8	1	IMG00049._3	3	8	1	130.925133
136	8	1	IMG00049._2	3	7	2	138.225557
144	8	1	IMG00049._1	3	6	2	145.024592
152	8	1	IMG00049._0	3	5	2	152.839990
160	8	1	IMG00021._3	4	8	1	165.588720
168	8	1	IMG00021._2	4	7	1	174.272145
176	8	1	IMG00021._1	4	6	2	178.106243
184	8	1	IMG00021._0	4	5	2	185.071013
192	8	1	IMG00006._3	2	4	1	194.220281
200	8	1	IMG00006._2	2	3	2	202.768285
208	8	1	IMG00006._1	2	2	2	209.618309
216	8	1	IMG00006._0	2	1	2	216.767115
224	8	1	IMG00042._3	1	12	1	226.233552
232	8	1	IMG00042._2	1	11	2	234.749037
240	8	1	IMG00042._1	1	10	2	241.049891
248	8	1	IMG00042._0	1	9	2	248.498283
256	8	1	IMG00044._3	3	4	1	261.132160
264	8	1	IMG00044._2	3	3	2	265.679005
272	8	1	IMG00044._1	3	2	2	273.045945
280	8	1	IMG00044._0	3	1	2	281.162127
288	8	1	IMG00007._3	4	4	1	294.194712
296	8	1	IMG00007._2	4	3	1	302.176932
304	8	1	IMG00007._1	4	2	1	308.142604
312	8	1	IMG00007._0	4	1	2	313.874709
320	8	1	IMG00108._3	5	8	1	326.024454
328	8	1	IMG00108._2	5	7	2	330.340476
336	8	1	IMG00108._1	5	6	2	337.122951
344	8	1	IMG00108._0	5	5	2	344.523165
352	6	-2	n/a	n/a	n/a	n/a	n/a
