onset	duration	trial_type	stimulus_name	category_index	image_index	button_response	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	IMG00042._3	1	12	1	34.984277
40	8	1	IMG00042._2	1	11	1	43.434061
48	8	1	IMG00042._1	1	10	2	49.932149
56	8	1	IMG00042._0	1	9	2	57.116305
64	8	1	IMG00105._3	5	4	1	67.366559
72	8	1	IMG00105._2	5	3	1	74.313786
80	8	1	IMG00105._1	5	2	1	84.313481
88	8	1	IMG00105._0	5	1	2	89.379941
96	8	1	IMG00006._3	2	4	2	98.794881
104	8	1	IMG00006._2	2	3	2	105.194966
112	8	1	IMG00006._1	2	2	2	113.009415
120	8	1	IMG00006._0	2	1	2	120.775137
128	8	1	IMG00021._3	4	8	1	132.358149
136	8	1	IMG00021._2	4	7	2	137.507930
144	8	1	IMG00021._1	4	6	2	144.973038
152	8	1	IMG00021._0	4	5	2	152.938808
160	8	1	IMG00060._3	3	16	1	164.605558
168	8	1	IMG00060._2	3	15	2	169.040340
176	8	1	IMG00060._1	3	14	2	176.736358
184	8	1	IMG00060._0	3	13	2	184.652433
192	8	1	IMG00007._3	4	4	1	197.418660
200	8	1	IMG00007._2	4	3	1	203.084854
208	8	1	IMG00007._1	4	2	1	210.068371
216	8	1	IMG00007._0	4	1	2	217.399986
224	8	1	IMG00114._3	5	12	1	228.068171
232	8	1	IMG00114._2	5	11	1	235.132671
240	8	1	IMG00114._1	5	10	2	242.314196
248	8	1	IMG00114._0	5	9	2	248.746365
256	8	1	IMG00049._3	3	8	1	259.362838
264	8	1	IMG00049._2	3	7	2	265.213304
272	8	1	IMG00049._1	3	6	2	272.627324
280	8	1	IMG00049._0	3	5	2	280.609761
288	8	1	IMG00001._3	1	4	1	291.493722
296	8	1	IMG00001._2	1	3	2	297.576194
304	8	1	IMG00001._1	1	2	2	304.840816
312	8	1	IMG00001._0	1	1	2	313.074056
320	8	1	IMG00045._3	2	8	1	322.539285
328	8	1	IMG00045._2	2	7	1	330.739307
336	8	1	IMG00045._1	2	6	1	338.371829
344	8	1	IMG00045._0	2	5	2	345.137828
352	6	-2	n/a	n/a	n/a	n/a	n/a
