onset	duration	trial_type	stimulus_name	category_index	image_index	button_response	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	IMG00006._3	1	12	1	36.117136
40	8	1	IMG00006._2	1	11	1	44.814993
48	8	1	IMG00006._1	1	10	1	53.013982
56	8	1	IMG00006._0	1	9	2	59.064366
64	8	1	IMG00016._3	1	36	1	67.213428
72	8	1	IMG00016._2	1	35	1	74.862084
80	8	1	IMG00016._1	1	34	2	81.811475
88	8	1	IMG00016._0	1	33	2	89.826842
96	8	1	IMG00018._3	1	40	1	100.526139
104	8	1	IMG00018._2	1	39	1	109.741902
112	8	1	IMG00018._1	1	38	1	116.824736
120	8	1	IMG00018._0	1	37	2	122.674317
128	8	1	IMG00021._3	1	44	1	131.806495
136	8	1	IMG00021._2	1	43	1	141.489555
144	8	1	IMG00021._1	1	42	1	147.771809
152	8	1	IMG00021._0	1	41	2	153.804371
160	8	1	IMG00015._3	1	32	1	164.488084
168	8	1	IMG00015._2	1	31	1	171.735784
176	8	1	IMG00015._1	1	30	1	180.453305
184	8	1	IMG00015._0	1	29	2	186.967897
192	8	1	IMG00049._3	1	76	1	197.367842
200	8	1	IMG00049._2	1	75	1	205.532970
208	8	1	IMG00049._1	1	74	1	214.615346
216	8	1	IMG00049._0	1	73	2	220.365440
224	8	1	IMG00038._3	1	64	1	229.680641
232	8	1	IMG00038._2	1	63	1	235.813889
240	8	1	IMG00038._1	1	62	1	244.945689
248	8	1	IMG00038._0	1	61	2	251.178841
256	8	1	IMG00030._3	1	56	1	260.761155
264	8	1	IMG00030._2	1	55	1	267.643875
272	8	1	IMG00030._1	1	54	2	275.759461
280	8	1	IMG00030._0	1	53	2	284.409704
288	8	1	IMG00045._3	1	72	2	291.475977
296	8	1	IMG00045._2	1	71	2	302.291237
304	8	1	IMG00045._1	1	70	2	310.425175
312	8	1	IMG00045._0	1	69	2	315.672537
320	8	1	IMG00012._3	1	24	1	327.472298
328	8	1	IMG00012._2	1	23	1	332.504941
336	8	1	IMG00012._1	1	22	1	339.021376
344	8	1	IMG00012._0	1	21	2	346.470132
352	6	-2	n/a	n/a	n/a	n/a	n/a
