onset	duration	trial_type	stimulus_name	category_index	image_index	button_response	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	IMG00044._3	1	68	1	33.728360
40	8	1	IMG00044._2	1	67	2	41.677599
48	8	1	IMG00044._1	1	66	2	0.000000
56	8	1	IMG00044._0	1	65	2	56.909086
64	8	1	IMG00021._3	1	44	1	65.342864
72	8	1	IMG00021._2	1	43	1	74.491566
80	8	1	IMG00021._1	1	42	1	82.640015
88	8	1	IMG00021._0	1	41	2	90.788988
96	8	1	IMG00018._3	1	40	1	97.821837
104	8	1	IMG00018._2	1	39	1	106.637158
112	8	1	IMG00018._1	1	38	2	114.703526
120	8	1	IMG00018._0	1	37	2	121.253456
128	8	1	IMG00032._3	1	60	1	131.651966
136	8	1	IMG00032._2	1	59	2	138.601614
144	8	1	IMG00032._1	1	58	2	144.967498
152	8	1	IMG00032._0	1	57	2	152.999600
160	8	1	IMG00050._3	1	80	1	162.549211
168	8	1	IMG00050._2	1	79	1	171.831250
176	8	1	IMG00050._1	1	78	2	177.381691
184	8	1	IMG00050._0	1	77	2	185.348065
192	8	1	IMG00025._3	1	48	1	195.397102
200	8	1	IMG00025._2	1	47	1	202.928754
208	8	1	IMG00025._1	1	46	1	213.327998
216	8	1	IMG00025._0	1	45	2	218.676978
224	8	1	IMG00007._3	1	16	1	228.592870
232	8	1	IMG00007._2	1	15	1	235.209419
240	8	1	IMG00007._1	1	14	2	243.458865
248	8	1	IMG00007._0	1	13	2	248.858088
256	8	1	IMG00006._3	1	12	1	260.490777
264	8	1	IMG00006._2	1	11	1	267.605530
272	8	1	IMG00006._1	1	10	1	275.323655
280	8	1	IMG00006._0	1	9	1	284.404912
288	8	1	IMG00008._3	1	20	1	290.670047
296	8	1	IMG00008._2	1	19	1	299.869420
304	8	1	IMG00008._1	1	18	2	309.318951
312	8	1	IMG00008._0	1	17	2	313.534433
320	8	1	IMG00045._3	1	72	1	324.783678
328	8	1	IMG00045._2	1	71	1	330.649844
336	8	1	IMG00045._1	1	70	2	337.382921
344	8	1	IMG00045._0	1	69	2	344.865198
352	6	-2	n/a	n/a	n/a	n/a	n/a
