onset	duration	trial_type	stimulus_name	category_index	image_index	button_response	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	IMG00045._3	1	72	1	33.540694
40	8	1	IMG00045._2	1	71	1	41.655636
48	8	1	IMG00045._1	1	70	2	49.538691
56	8	1	IMG00045._0	1	69	2	56.954797
64	8	1	IMG00008._3	1	20	1	67.886571
72	8	1	IMG00008._2	1	19	1	75.619611
80	8	1	IMG00008._1	1	18	2	81.437161
88	8	1	IMG00008._0	1	17	2	88.768616
96	8	1	IMG00032._3	1	60	1	100.501393
104	8	1	IMG00032._2	1	59	1	108.183881
112	8	1	IMG00032._1	1	58	2	113.283484
120	8	1	IMG00032._0	1	57	2	120.615280
128	8	1	IMG00013._3	1	28	1	133.681194
136	8	1	IMG00013._2	1	27	1	140.247804
144	8	1	IMG00013._1	1	26	2	146.596104
152	8	1	IMG00013._0	1	25	2	153.762281
160	8	1	IMG00006._3	1	12	1	164.062231
168	8	1	IMG00006._2	1	11	1	172.161429
176	8	1	IMG00006._1	1	10	1	180.143972
184	8	1	IMG00006._0	1	9	2	185.942719
192	8	1	IMG00002._3	1	8	1	196.708137
200	8	1	IMG00002._2	1	7	1	206.740612
208	8	1	IMG00002._1	1	6	1	211.407316
216	8	1	IMG00002._0	1	5	2	217.706385
224	8	1	IMG00025._3	1	48	1	227.090089
232	8	1	IMG00025._2	1	47	1	236.339640
240	8	1	IMG00025._1	1	46	1	243.820342
248	8	1	IMG00025._0	1	45	2	250.020110
256	8	1	IMG00015._3	1	32	1	258.419652
264	8	1	IMG00015._2	1	31	1	267.252758
272	8	1	IMG00015._1	1	30	1	275.434691
280	8	1	IMG00015._0	1	29	2	281.683322
288	8	1	IMG00050._3	1	80	1	292.216429
296	8	1	IMG00050._2	1	79	1	300.198797
304	8	1	IMG00050._1	1	78	2	305.614396
312	8	1	IMG00050._0	1	77	2	313.497754
320	8	1	IMG00030._3	1	56	1	323.779215
328	8	1	IMG00030._2	1	55	1	331.062862
336	8	1	IMG00030._1	1	54	2	338.777752
344	8	1	IMG00030._0	1	53	2	347.327918
352	6	-2	n/a	n/a	n/a	n/a	n/a
