onset	duration	trial_type	stimulus_name	category_index	image_index	button_response	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	IMG00163._3	2	16	1	34.914596
40	8	1	IMG00163._2	2	15	2	42.098924
48	8	1	IMG00163._1	2	14	2	49.147876
56	8	1	IMG00163._0	2	13	2	56.997072
64	8	1	IMG00250._3	5	16	1	67.496508
72	8	1	IMG00250._2	5	15	1	77.062954
80	8	1	IMG00250._1	5	14	1	83.742811
88	8	1	IMG00250._0	5	13	2	90.144460
96	8	1	IMG00055._3	3	12	1	99.759193
104	8	1	IMG00055._2	3	11	1	106.825739
112	8	1	IMG00055._1	3	10	2	114.224291
120	8	1	IMG00055._0	3	9	2	121.157520
128	8	1	IMG00037._3	4	16	1	131.705120
136	8	1	IMG00037._2	4	15	1	139.687915
144	8	1	IMG00037._1	4	14	2	146.887976
152	8	1	IMG00037._0	4	13	2	153.654393
160	8	1	IMG00080._3	1	16	1	163.436972
168	8	1	IMG00080._2	1	15	1	171.553074
176	8	1	IMG00080._1	1	14	2	179.918394
184	8	1	IMG00080._0	1	13	2	186.152212
192	8	1	IMG00041._3	1	8	1	195.450301
200	8	1	IMG00041._2	1	7	1	203.766403
208	8	1	IMG00041._1	1	6	2	211.183291
216	8	1	IMG00041._0	1	5	2	218.497830
224	8	1	IMG00105._3	5	4	1	226.847389
232	8	1	IMG00105._2	5	3	1	235.013095
240	8	1	IMG00105._1	5	2	2	243.578981
248	8	1	IMG00105._0	5	1	2	249.627664
256	8	1	IMG00007._3	4	4	1	259.927405
264	8	1	IMG00007._2	4	3	1	268.511090
272	8	1	IMG00007._1	4	2	1	276.425415
280	8	1	IMG00007._0	4	1	2	283.542098
288	8	1	IMG00049._3	3	8	2	290.791108
296	8	1	IMG00049._2	3	7	2	296.974015
304	8	1	IMG00049._1	3	6	2	304.906597
312	8	1	IMG00049._0	3	5	2	312.671260
320	8	1	IMG00006._3	2	4	1	323.055909
328	8	1	IMG00006._2	2	3	2	330.070535
336	8	1	IMG00006._1	2	2	2	337.037784
344	8	1	IMG00006._0	2	1	2	345.102161
352	6	-2	n/a	n/a	n/a	n/a	n/a
