onset	duration	trial_type	stimulus_name	category_index	image_index	button_response	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a
32	8	1	n01675722_7450	1	39	0	0.000000
40	8	1	n03126707_128	1	518	0	0.000000
48	8	1	n02125311_1139	1	287	0	0.000000
56	8	1	n02113023_1483	1	264	0	0.000000
64	8	1	n03595614_14923	1	611	0	0.000000
72	8	1	n03216828_21284	1	537	0	0.000000
80	8	1	n04069434_2243	1	760	0	0.000000
88	8	1	n03697007_13490	1	635	0	0.000000
96	8	1	n03877472_17900	1	698	0	0.000000
104	8	1	n04152593_2777	1	783	0	0.000000
112	8	1	n03207743_216	1	534	0	0.000000
120	8	1	n03804744_12576	1	678	0	0.000000
128	8	1	n02992529_26975	1	488	0	0.000000
136	8	1	n03535780_52714	1	603	0	0.000000
144	8	1	n04286575_121	1	819	0	0.000000
152	8	2	n04286575_121	1	819	1	153.034209
160	8	1	n04367480_2881	1	841	0	0.000000
168	8	2	n04367480_2881	1	841	1	174.281857
176	8	1	n03594945_912	1	610	0	0.000000
184	8	1	n03937543_6080	1	721	0	0.000000
192	8	1	n04252077_2755	1	803	0	0.000000
200	8	1	n01560419_4335	1	17	0	0.000000
208	8	1	n02701002_988	1	408	0	0.000000
216	8	1	n04067472_2263	1	759	0	0.000000
224	8	1	n11879895_4746	1	985	0	0.000000
232	8	1	n04141327_3389	1	778	0	0.000000
240	8	2	n04141327_3389	1	778	1	241.025915
248	8	1	n01945685_910	1	115	0	0.000000
256	8	1	n04258138_322	1	808	0	0.000000
264	8	1	n07754684_632	1	956	0	0.000000
272	8	1	n02114855_31089	1	273	0	0.000000
280	8	1	n03743016_3512	1	650	0	0.000000
288	8	2	n03743016_3512	1	650	1	289.021437
296	8	1	n02097298_692	1	200	0	0.000000
304	8	1	n02097474_4574	1	201	0	0.000000
312	8	1	n02259212_37	1	318	0	0.000000
320	8	1	n04554684_9336	1	898	0	0.000000
328	8	1	n02504013_179	1	386	0	0.000000
336	8	1	n10148035_4934	1	983	0	0.000000
344	8	1	n03792782_47774	1	672	0	0.000000
352	8	1	n02096437_6683	1	195	0	0.000000
360	8	1	n03924679_15468	1	714	0	0.000000
368	8	1	n01608432_2211	1	22	0	0.000000
376	8	1	n03770679_24934	1	657	0	0.000000
384	8	1	n03866082_8548	1	690	0	0.000000
392	8	1	n03223299_911	1	540	0	0.000000
400	8	1	n07613480_4137	1	928	0	0.000000
408	8	1	n02666196_104	1	399	0	0.000000
416	8	1	n03930630_25541	1	718	0	0.000000
424	8	1	n03637318_23816	1	620	0	0.000000
432	8	1	n02027492_366	1	141	0	0.000000
440	8	1	n02708093_6175	1	410	0	0.000000
448	8	2	n02708093_6175	1	410	1	449.022200
456	8	1	n02437312_95	1	355	0	0.000000
464	8	1	n03271574_1484	1	546	0	0.000000
472	6	-2	n/a	n/a	n/a	n/a	n/a
